1678030032.452337,145,-269,-121,14964,-570,7406,-5650,-9291,391
1678030032.520926,140,-269,-122,14962,-601,7393,-5650,-9291,391
1678030032.589737,145,-266,-128,14958,-595,7404,-5609,-9306,388
1678030032.658468,145,-264,-122,14966,-574,7396,-5663,-9334,334
1678030032.727306,143,-257,-124,14961,-596,7423,-5663,-9334,334
1678030032.800248,143,-264,-122,14978,-587,7399,-5667,-9279,336
1678030032.864896,137,-262,-122,14954,-598,7398,-5649,-9305,360
1678030032.933577,138,-271,-125,14952,-599,7398,-5649,-9305,360
1678030033.002384,147,-266,-124,14960,-583,7403,-5647,-9303,427
1678030033.071124,144,-268,-121,14937,-600,7409,-5637,-9273,390
1678030033.139974,139,-269,-127,14969,-571,7405,-5637,-9273,390
1678030033.208737,134,-269,-129,14957,-595,7400,-5644,-9265,365
1678030033.277471,140,-272,-123,14960,-577,7402,-5620,-9303,361
1678030033.415074,143,-270,-127,14967,-589,7392,-5651,-9329,365
1678030033.483809,145,-265,-126,14952,-590,7409,-5686,-9298,395
1678030033.552455,142,-265,-128,14964,-592,7408,-5633,-9224,404
1678030033.621387,142,-265,-127,14956,-596,7397,-5633,-9224,404
1678030033.690018,144,-269,-126,14947,-596,7411,-5642,-9289,369
1678030033.758743,145,-271,-124,14960,-583,7390,-5588,-9292,390
1678030033.827539,145,-272,-126,14974,-598,7398,-5588,-9292,390
1678030033.896310,143,-272,-126,14951,-579,7404,-5577,-9301,437
1678030033.965058,144,-272,-129,14958,-596,7404,-5632,-9287,357
1678030034.033849,143,-271,-122,14946,-584,7404,-5632,-9287,357
1678030034.102617,144,-266,-126,14960,-605,7397,-5631,-9311,404
1678030034.171360,146,-266,-125,14967,-595,7393,-5601,-9284,432
1678030034.240133,145,-265,-123,14960,-592,7393,-5601,-9284,432
1678030034.309001,146,-260,-122,14949,-608,7410,-5621,-9269,376
1678030034.377790,144,-262,-124,14937,-578,7396,-5610,-9312,396
1678030034.446576,141,-264,-124,14947,-595,7396,-5610,-9312,396
1678030034.515337,145,-268,-123,14957,-593,7424,-5618,-9308,415
1678030034.584131,145,-266,-126,14972,-574,7386,-5651,-9291,377
1678030034.652871,140,-262,-120,14979,-607,7406,-5651,-9291,377
1678030034.721623,142,-263,-118,14971,-598,7407,-5612,-9274,404
1678030034.790439,142,-265,-121,14942,-578,7404,-5617,-9268,323
1678030034.859191,143,-265,-123,14952,-599,7411,-5617,-9268,323
1678030034.927956,146,-267,-120,14964,-588,7387,-5628,-9292,368
